92.5	N/A	0.6897
128.1	N/A	0.6897
196.3	N/A	0.6897
235.7	N/A	0.6897
288.729	0.010	8.2759
308.362	0.006	41.7241
363.779	0.004	17.2414
383.4	N/A	3.1034
436.4	N/A	3.4483
553.605	0.026	9.3103
637.685	0.015	39.6552
671.360	0.008	42.7586
672.1	N/A	1.3793
723.2	0.3	1.7241
755.425	0.011	100.0000
761.9	N/A	0.6897
801.2	N/A	0.3448
862.04	0.04	23.1034
936.8	0.3	5.8621
945.89	0.20	2.7586
958.20	0.17	6.8966
990.0	N/A	2.0690
997.6	N/A	0.6897
1021.1	N/A	0.3103
1029.57	0.15	7.5862
1050.6	N/A	0.6897
1074.1	N/A	2.0690
1125.7	0.2	3.7931
1225.67	0.11	18.6207
1273.1	0.2	2.4138
1308.8	0.4	3.4483
1309.8	N/A	2.4138
1433.98	0.16	8.9655
1469.5	0.5	1.7241
1617.12	0.14	15.5172
1654.28	0.20	5.5172
1692.11	0.14	72.7586
1701	3	1.7241
1745.31	0.17	20.6897
1784.9	N/A	1.0345
1818.7	0.9	0.6897
1820.8	0.3	3.1034
1869.6	0.5	1.7241
1912.25	0.20	3.4483
1936.9	0.3	2.7586
1941.6	0.3	2.4138
1971.8	0.6	1.0345
1980.87	0.17	34.1379
1987.5	0.3	2.4138
1992.8	0.5	5.5172
2030.04	0.20	1.7241
2034.5	0.2	3.4483
2071.7	N/A	1.0345
2092.2	0.6	1.3793
2096.2	0.2	6.2069
2133.4	0.2	10.0000
2201.0	0.4	1.3793
2205.1	0.4	4.1379
2214.48	0.17	20.0000
2245.1	0.5	2.0690
2245.1	0.5	2.0690
2248.8	1.9	0.3448
2276.3	0.3	1.7241
2285.6	0.2	7.9310
2289.9	0.4	1.7241
2351.4	0.3	3.7931
2422.8	0.3	6.5517
2422.8	0.3	6.5517
2544.3	1.0	1.3793
2544.3	1.0	1.3793
2569	3	1.3793
2705.3	0.3	4.8276
2733.5	1.8	0.3448
2743.1	0.5	5.1724
2813.5	0.8	3.1034
2831	2	0.6897
2854.9	0.7	4.4828
2895.1	0.5	5.8621
3050.9	2.0	2.7586
3137.9	0.4	7.9310
3202.0	0.6	1.7241
3213.0	0.8	3.4483
3364.7	0.2	29.3103
3538.2	0.6	5.1724
3566.2	1.0	3.1034
3635.1	1.5	5.5172
3683.7	1.8	7.2414
3892.8	2.0	4.8276
3974.5	0.6	6.8966
4126.7	0.3	57.9310
4165.3	0.4	3.4483
4322.7	N/A	0.6897
4361.8	0.3	16.2069
4405.1	1.0	3.4483
4415.1	0.3	44.1379
4422.4	0.7	7.5862
4490.3	0.4	52.0690
4734.8	0.7	3.1034
4798.5	N/A	0.3448
5351.9	0.4	26.2069
5436.1	N/A	1.0345
6107	4	11.3793
