119.9	0.3	0.0740
123.65	0.20	0.0247
139.11	0.17	0.0291
158.34	0.12	0.0359
215.16	0.18	0.0336
216.95	0.25	0.0314
229.62	0.10	0.0605
277.38	0.14	0.0538
305.7	0.3	0.0359
355.67	0.11	0.0583
393.76	0.06	0.3632
431.9	0.4	0.0202
467.28	0.03	1.5919
493.3	0.4	0.0179
497.76	0.04	0.2578
521.24	0.08	0.2646
541.0	0.3	0.0314
555.81	0.19	0.0448
569.5	0.4	0.0202
604.62	0.23	0.0314
642.96	0.05	0.1973
660.27	0.16	0.0426
667.4	0.5	0.0157
672.90	0.06	0.1637
677.17	0.05	0.3072
680.42	0.04	0.3229
693.57	0.11	0.0830
702.11	0.14	0.0561
727.07	0.18	0.0448
739.2	0.3	0.0673
747.33	0.03	1.8341
749.7	0.3	0.1121
751.9	0.4	0.0583
758.5	0.4	0.0448
770.3	0.3	0.0247
805.6	0.4	0.0247
813.48	0.07	0.1525
826.11	0.03	14.1256
839.08	0.19	0.0516
841.2	0.3	0.0359
851.9	0.3	0.0448
853.8	0.4	0.0336
868.06	0.20	0.0493
883.1	0.3	0.0359
896.23	0.06	0.2668
909.05	0.04	1.3475
913.63	0.14	0.1054
952.26	0.03	25.1121
964.8	0.3	0.0493
983.9	0.4	0.0247
993.48	0.03	0.3610
1005.83	0.10	0.1211
1027.56	0.04	0.5112
1035.23	0.03	2.3094
1064.2	0.4	0.0471
1091.42	0.09	0.1502
1110.31	0.09	0.1816
1113.9	0.3	0.1188
1154.82	0.12	0.1031
1159.09	0.13	0.0964
1173.24	0.03	1.0538
1194.4	0.5	0.0336
1234.51	0.07	0.1614
1244.93	0.22	0.0471
1248.86	0.15	0.0807
1293.2	0.9	0.8296
1296.3	0.4	0.0628
1306.5	0.5	0.0426
1308.16	0.25	0.0987
1332.54	0.05	100.0000
1354.08	0.09	0.1457
1358.67	0.18	0.0605
1380.4	0.3	0.1009
1381.8	0.3	0.0785
1385.97	0.14	0.0785
1392.3	0.5	0.0202
1399.4	0.4	0.0224
1404.4	0.3	0.0381
1419.40	0.10	0.1188
1424.24	0.04	0.5628
1429.07	0.03	1.1121
1434.0	0.3	0.0404
1451.88	0.16	0.0740
1472.6	0.6	0.0471
1474.6	0.3	0.1099
1485.94	0.19	0.0874
1491.5	0.3	0.0673
1497.91	0.25	0.0740
1510.83	0.21	0.0628
1532.65	0.12	0.1233
1562.8	0.3	0.0897
1564.6	0.7	0.0336
1568.0	0.5	0.0314
1575.84	0.13	0.1592
1585.33	0.13	0.1502
1592.53	0.04	0.9865
1606.10	0.14	0.1323
1621.2	0.5	0.0381
1628.9	0.4	0.0493
1632.99	0.18	0.1188
1636.42	0.13	0.1839
1643.6	0.4	0.0583
1684.4	0.3	0.0695
1692.45	0.08	0.2668
1712.30	0.09	1.6614
1734.98	0.11	0.3520
1741.3	0.5	0.0291
1766.5	0.3	0.0650
1786.9	0.3	0.1099
1791.19	0.03	6.8834
1813.5	0.5	0.1480
1816.1	0.5	0.0359
1829.9	0.4	0.0404
1853.67	0.07	0.3879
1861.33	0.03	3.0045
1878.0	0.4	0.0493
1881.15	0.12	0.1659
