		
97.90	0.04	0.0275
273.559	0.024	0.1069
346.19	0.14	0.0427
353.034	0.019	0.4275
707.07	0.16	0.0336
835	N/A	2.4427
840.974	0.014	100.0000
856.44	0.17	0.0565
862.55	0.19	0.0336
907.315	0.020	0.4275
923.48	0.24	0.0351
967.91	0.32	0.0321
970.0	0.6	0.0183
983.20	0.07	0.0916
1025.874	0.031	0.2443
1067.1	0.3	0.0092
1092.48	0.15	0.0916
1135.314	0.017	0.7481
1153.40	0.16	0.0595
1164.71	0.23	0.0427
1209.23	0.27	0.0397
1225.744	0.015	1.0229
1253.59	0.04	0.2901
1440	10	0.4122
1453.900	0.019	0.8550
1472.411	0.013	2.7481
1500.15	0.13	0.0595
1518.7	2.0	0.0153
1621.4	0.3	0.0061
1677.96	0.10	0.1237
1677.96	0.10	0.1237
1697.21	0.08	3.4046
1744.06	0.07	0.2977
1760	30	0.1527
1897.48	0.04	0.6412
1964.82	0.03	1.8931
1967.20	0.06	1.1298
1967.6	0.3	0.0183
2110.3	0.4	0.0366
2214.00	0.08	0.7176
2216.66	0.06	3.0229
2280.54	0.15	0.1679
2313.34	0.07	1.1450
2379.59	0.07	65.6489
2456.12	0.24	0.0962
2465.84	0.14	0.1145
2490.15	0.07	3.9084
2532.07	0.28	0.0779
2667.59	0.04	1.1298
2753.17	0.10	8.3969
2775.52	0.13	0.1527
2867.47	0.04	1.3435
2930.59	0.03	25.6489
2935.0	0.6	0.0260
2972.65	0.11	0.1985
3020.35	0.31	0.3206
3029.1	0.5	0.2748
3093.7	0.3	0.0244
3161.70	0.13	0.2290
3220.49	0.03	37.7099
3355.18	0.06	0.3206
3369.68	0.03	8.0916
3397.40	0.11	1.6489
3455.84	0.06	0.2901
3582.52	0.13	0.1069
3723.61	0.07	4.1221
3809.49	0.14	0.0947
3831.9	0.9	0.0504
3921.08	0.07	0.1969
3934.7	1.2	0.0870
4055.21	0.15	0.0763
4076.2	0.7	0.1069
4144.19	0.17	0.4427
4217.62	0.05	0.3359
4362.98	0.05	0.4733
4423.5	0.5	0.2748
4430.60	0.15	7.4809
4445.02	0.07	0.1985
4457.72	0.21	0.0534
4585.72	0.27	0.0412
4638.8	0.8	0.1893
4708.66	0.09	0.1450
4749.09	0.22	0.0504
4771.14	0.07	0.1985
4869.49	0.08	19.3893
4917.39	0.07	0.1771
5047.03	0.11	4.8855
5208.53	0.23	0.0550
5269.84	0.32	0.0397
5301.71	0.46	0.0275
5420.52	0.03	91.6031
5477.33	0.11	0.0473
5479.7	0.8	0.0336
5583.53	0.15	2.4275
5611.88	0.27	0.0382
5648.07	0.07	0.0840
5710.36	0.04	0.2870
5773.53	0.06	0.1282
5835.21	0.05	0.2366
5887.98	0.11	1.1756
6327.74	0.05	0.1893
6346.12	0.20	0.0260
6424.34	0.05	0.1817
6485.95	0.15	0.0351
6574.56	0.37	0.1817
6664.60	0.22	0.3420
6673.62	0.08	0.0733
6676.03	0.04	0.4122
6707.56	0.21	0.0244
6890	N/A	0.1527
6958.08	0.07	0.0855
7186.98	0.04	0.4748
7200	40	0.4580
7415.13	0.19	0.6870
7487.03	0.15	0.0397
7487.6	0.9	0.0534
7505.24	0.36	0.2137
7528.2	0.9	0.0305
7614.62	0.08	0.0870
7614.9	0.6	0.0779
7799.59	0.03	4.4427
7865.00	0.07	0.1130
8366.8	0.6	0.0458
8640.40	0.03	3.0076
356.66	0.09	0.0698
356.66	0.09	0.0698
368.5	0.4	0.0377
619.23	0.19	0.0774
631.32	0.24	0.1113
631.32	0.24	0.1113
663.41	0.07	0.1698
692.16	0.05	0.2509
775.398	0.006	32.4528
803.81	0.09	0.1736
863.28	0.28	0.0642
907.608	0.023	1.0566
1084.79	0.15	0.1019
1101.92	0.31	0.0623
1144.591	0.020	1.0377
1161.05	0.20	0.1038
1210.28	0.04	0.4755
1250.61	0.05	0.4038
1381.67	0.24	0.0453
1404.967	0.024	1.1321
1454.09	0.04	0.8491
1566.7	0.3	0.8868
1572.33	0.01	61.1321
1760.55	0.11	0.2755
1841.426	0.015	4.0377
1964.8	0.2	0.6981
1991.27	0.05	1.0189
2022.954	0.009	18.3019
2082.72	0.07	29.0566
2186.3	N/A	8.8679
2229.510	0.016	5.3962
2347.69	0.02	96.2264
2508.39	0.08	0.7170
2555.492	0.014	5.8491
2615.2	0.2	2.0566
2616.87	0.03	0.4528
2716.99	0.16	0.5660
2796.73	0.04	9.4340
2905.1	0.4	0.2642
2938.58	0.11	1.6792
2972.0	0.4	0.3396
3139.9	0.5	0.1472
3183.84	0.09	11.1321
3330.81	0.14	14.3396
3390.56	0.05	10.7547
3558.1	0.5	0.1604
3801.69	0.08	4.9057
4105.3	0.8	0.0906
4188.95	0.08	5.0377
4268.64	0.14	0.6415
4637.87	0.08	100.0000
4902.97	0.04	7.7736
4962.84	0.08	4.4340
5752.0	0.8	0.0340
6018.2	0.6	0.0377
6077.87	0.11	0.6604
6293.2	0.4	0.1226
6355.0	0.6	0.0868
6419.3	1.1	0.0302
6628.5	0.6	0.0566
6760.3	1.2	0.0358
6985.7	1.0	0.0679
